name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info
Recovery Services of New Mexico,Belen,2443 Highway 47,,Belen,NM,87002,505-861-2066,,,,,SA SUMH * OP OMB ORT * MU * NAUT * OTP * METH * RELP SACA TELE * PVTP * STAG STDH CARF SOTP DEA * MC MD SF * PW CO * CSAA OPC MHPA STU SSA * BABA DAOF DAUT STDT TBS MST * DP NOE * SHG HS AOSS PEER EMP * HAEC TAEC HEOH SAE TCC ICO GCO * SMPD * ADLT SNR * FEM MALE * OUDO * SP * VPPD * CM SSD TA SPS
Carlsbad LifeHouse Inc,Villa de Esperanza,1900 Westridge Road,,Carlsbad,NM,88220,575-885-1689,,575-725-5552,,,SA DT HH * OP RES OIT ORT RD RL RS * NU * PMAT * AUINPE * UN MWS * NXN VTRL MHCV MMD NRT NSC * ANG BIA CBT CMI CRV MOTI MXM RELP SACA TELE TRC TWFA * PVTN * STAG STMH STDH CARF * FSA SF SI * PA * WN PW MN SE GL VET CO COPSU HV XA DV TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * BABA DAUT HIVT STDT TBS HCT * ACC DP NOE OFD * SHG HS AOSS PEER EMP * TGD * ADTX BDTX CDTX MDTX ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * HAV HBV * SMPD * YAD ADLT * FEM MALE * SP * VAPN * ACU BC CM DVFP EIH MHS SSD TA IPC SPS
Presbyterian Medical Services,Carlsbad Family Health Center BH,914 North Canal Street,,Carlsbad,NM,88220,575-885-4836,,,,,SA SUMH * OP ORT * PC * ACMA * AUPC * MOA * MMD * ANG BIA CBT MOTI RELP SACA TELE TRC * PVTN * STDH JC FQHC * ITU MC MD MI PI SF SI * PA SS * CMHA CSAA STU SSA SMHD * ACC DP * HS AOSS EMP * TGD TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMPD * CHLD ADLT * FEM MALE * VAPP * CM DVFP MHS SSD TA SPS
Presbyterian Medical Services,School Based Health Center,3000 West Church Street,,Carlsbad,NM,88220,575-234-3319,,,,,SA SUMH * OP ORT * PC * ACMA * AUPC * MOA * MMD * ANG BIA CBT MOTI RELP SACA TELE TRC * PVTN * STDH JC FQHC * ITU MC MD MI PI SF SI * PA SS * CMHA CSAA MHPA STU SSA SMHD * DAUT HIVT STDT TBS HBT HCT * ACC DP * HS AOSS EMP * TGD TOD * HAEC TAEC HEOH SAE TCC ICO FCO MCO VOC * SMON * CHLD YAD ADLT * FEM MALE * VAPN * CM DVFP MHS SSD IPC SPS
La Clinica De Familia Inc,,510 East Lisa Drive,,Chaparral,NM,88081,575-528-6440,575-674-2852,,,,SA * OP ORT * NAUT * NOOP * MMD * STG * STMH STDH JC FQHC * FSA MC MD MI PI SF SI * AD TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA SMHD PIEC * STDT TBS MST HBT HCT * ACC DP NOE OFD * TOD * HAEC TAEC SAE ICO GCO FCO VOC * HAV HBV * SMPD * ADLT SNR * FEM MALE * AH SP * VPPD * CM DVFP EIH MHS SSD IPC SPS
La Clinica De Familia Inc,,800 South County Line Drive,,Chaparral,NM,88081,575-528-6440,575-589-6540,,,,SA * OP ORT * NAUT * NOOP * MMD * STG * STMH STDH JC FQHC * FSA MC MD MI PI SF SI * AD TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA SMHD PIEC * STDT TBS MST HBT HCT * ACC DP NOE OFD * TOD * HAEC TAEC SAE ICO GCO FCO VOC * HAV HBV * SMON * ADLT SNR * FEM MALE * AH SP * VAPN * CM DVFP EIH MHS SSD IPC SPS
Consulting Psychological Services,,921 East 21st Street,Suite D,Clovis,NM,88101,575-762-0212,,575-762-2853,,,SA SUMH * OP ORT * PC * ACMA * AUPC * MOA * ANG CBT RELP SACA TELE TRC * PVTP * MC MD MI PI SF SI * CMHA CSAA STU SSA SMHD PIEC * OFD * TGD TOD * HAEC TAEC HEOH SAE TCC ICO FCO MCO * SMOP * ADLT SNR * FEM MALE * VAPP * MHS SPS
Mental Health Resources Inc,,1100 West 21st Street,,Clovis,NM,88101,575-769-2345,,,,,SA SUMH * OP ORT * BU * PMAT * AUINPE * MMD * ANG MOTI MXM RELP TELE TRC TWFA * PVTN * STMH STDH CARF * FSA MC MD MI PI SF SI * SS * CO * CMHA CSAA ISC OPC STU SSA SMHD * ACC DP NOE * SHG HS AOSS PEER EMP * TOD * SAE ICO GCO FCO MCO VOC * SMPD * ADLT SNR * FEM MALE * SP * VAPN * CM MHS SSD SPS
El Centro Family Health,Coyote Clinic,State Road 96,Suite 3396,Coyote,NM,87012,800-284-7284,,,,,SA SUMH * OP OMB ORT * BU NU * PMAT * AUPC * BUM UB UN RPN * ACM DSF BWN BWON BERI NXN VTRL MHIV MHCV CLND MMD MPEP NRT NSC * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC * PVTN * FSA MC MD MI PI SF SI * SS * WN PW * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * DAUT HIVT STDT TBS MST HBT HCT * ACC NOE * SHG HS AOSS PEER * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * HAV HBV * SMON * ADLT SNR * FEM MALE * AH SP * VAPN * CM EIH MHS SSD IPC SPS
Crownpoint Healthcare Facility,,Highway Junction 371 Route 9,,Crownpoint,NM,87313,505-786-5291,505-786-6232,,,,SA SUMH * OP OMB ORT * GH * BU NU * PMAT * AUINPE * UN PAIN * ACM DSF BWON NXN VTRL MHIV MHCV CLND MMD NRT NSC * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC * IH FED * STDH HLA * ITU MC MD MI PI SF SI * AD TAY WN PW MN SE GL VET MF CO COPSU HV XA DV TRMA * CMHA CSAA ISC MHPA STU SSA SMHD PIEC * BABA DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE OFD * HS AOSS * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * HAV HBV * SMON * ADLT SNR * FEM MALE * NX * VAPN * CM DVFP EIH MHS SSD SPS
Division of Behavioral and,Mental Health Services,2314 Southwest Highland Drive,New Mexico Department of Health,Crownpoint,NM,87313,505-786-2111,,,,,SA * OP ORT * INPE * ACMA * AUINPE * MOA * ANG BIA CBT MOTI SACA TRC * TBG * FSA ITU MD * AD TAY WN MN SE VET MF CO * CSAA OPC SSA SMHD * ACC DP * SAE ICO GCO * SMON * CHLD ADLT * FEM MALE * NX * VAPN * CM
Presbyterian Medical Services,,901 West Hickory Street,,Deming,NM,88030,575-546-2174,,,,,SA SUMH * OP ORT * NAUT * NOOP * MMD * ANG BIA CBT MOTI RELP SACA TELE TRC * PVTN * STAG STMH STDH JC FQHC * ITU MC MD MI PI SF SI * PA SS * CMHA CSAA STU SSA SMHD * ACC DP * AOSS * SAE TCC ICO GCO FCO MCO * SMPD * ADLT SNR * FEM MALE * SP * VAPP * CM MHS SSD IPC SPS
Recovery Management Center,,101 South Copper Street,,Deming,NM,88030,575-590-8886,,,,,SA SUMH * OP OIT ORT * BU * RPE * ACMA * AURPE * MOA * ANG BIA CBT CMI CRV MOTI MXM RELP SACA TELE TRC TWFA * PVTP * STAG STMH STDH CARF COA HFAP HLA JC NCQA DEA * FSA MD PI SF * SS * AD TAY WN PW MN SE GL VET MF CJ CO COPSU XA DV TRMA * CMHA CSAA ISC OPC STU SSA SMHD PIEC * BABA DAOF DAUT * ACC DP NOE OFD * SHG HS AOSS RC PEER * TGD TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMPD * ADLT SNR * FEM MALE * DU * SP * VPPD * CM DVFP MHS SSD TA IPC SPS
First Choice Community Healthcare,,7 Municipal Way,,Edgewood,NM,87015,505-861-1013,505-281-3406,505-224-8737,,,SA DT SUMH * OP OD OMB ORT * BU NU * PMAT * AUINPE * DB BUM UB UN RPN DLC MWS * ACM DSF BWN BWON BERI NXN VTRL MHIV MHCV CLND MMD MPEP NRT NSC * ANG BIA CBT CMI MOTI RELP SACA TELE TRC * PVTN * STMH STDH COA JC FQHC * FSA MC MD MI PI SF SI * PA SS * CMHA CSAA ISC MHPA STU SSA SMHD * BABA DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE OFD * HS AOSS * TGD TOD * ADTX BDTX CDTX MDTX ODTX * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * HAV HBV * SMON * ADLT SNR * FEM MALE * AH * VAPN * CM EIH MHS SSD TA IPC SPS
El Centro Family Health,Embudo Clinic,2243 State Highway 68,,Embudo,NM,87531,800-284-7284,,,,,SA SUMH * OP OMB ORT * BU NU * PMAT * AUPC * BUM UB UN RPN * ACM DSF BWN BWON BERI NXN VTRL MHIV MHCV CLND MMD MPEP NRT NSC * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC * PVTN * FSA MC MD MI PI SF SI * SS * WN PW * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * DAUT HIVT STDT TBS MST HBT HCT * ACC NOE * SHG HS AOSS PEER * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * HAV HBV * SMON * ADLT SNR * FEM MALE * AH SP * VAPN * CM EIH MHS SSD IPC SPS
El Centro Family Health,,2010 Industrial Park Road,,Espanola,NM,87532,505-753-7395,800-284-7284,505-753-7218,,,SA SUMH * OP OMB ORT * BU NU * PMAT * AUPC * BUM UB UN RPN * ACM DSF BWN BWON BERI NXN VTRL MHIV MHCV CLND MMD MPEP NRT NSC * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC * PVTN * FSA MC MD MI PI SF SI * SS * WN PW * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * DAUT HIVT STDT TBS MST HBT HCT * ACC NOE * SHG HS AOSS PEER * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * HAV HBV * SMON * ADLT SNR * FEM MALE * AH SP * VAPN * CM EIH MHS SSD IPC SPS
El Centro Family Health,Bond Street Clinic,711 Bond Street,,Espanola,NM,87532,800-284-7284,,,,,SA SUMH * OP OMB ORT * BU NU * PMAT * AUPC * BUM UB UN RPN * ACM DSF BWN BWON BERI NXN VTRL MHIV MHCV CLND MMD MPEP NRT NSC * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC * PVTN * FSA MC MD MI PI SF SI * SS * WN PW * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * DAUT HIVT STDT TBS MST HBT HCT * ACC NOE * SHG HS AOSS PEER * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * HAV HBV * SMON * ADLT SNR * FEM MALE * AH SP * VAPN * CM EIH MHS SSD IPC SPS
Espanola Health Services,South Valley Health Services,612 North Paseo De Onate,,Espanola,NM,87532,505-747-0221,,,,,SA DT * OP OD OMB ORT * BU NU * NAUT * DB BUM UB * BWN BWON BERI * CBT SACA * PVTP * FSA MD SF * WN MN SE GL VET ADM MF CJ CO XA DV * CSAA SSA SMHD * DAUT TBS * DP NOE OFD * AOSS PEER EMP * TOD * BDTX MDTX ODTX MDET * SAE ICO FCO MCO * SMPD * YAD ADLT * FEM MALE * OUDO * SP * VAPN * CM MHS SSD
Human Resource Development Assoc Inc,Espanola Community Corrections,1114 Plaza del Norte,Suite B,Espanola,NM,87532,505-753-8933,,505-753-1362,,,SA SUMH * OP ODT ORT * PC * ACMA * AUPC * MOA * ANG BIA CBT MOTI RELP SACA TELE TRC * PVTN * STAG STMH STDH * FSA ITU MC MD PI SF SI * AD TAY WN PW MN SE GL VET ADM CJ CO COPSU XA DV TRMA * CMHA CSAA OPC SSA SMHD * BABA DAOF DAUT * ACC DP NOE * SHG HS AOSS PEER EMP * TOD * HAEC TAEC HEOH SAE ICO GCO FCO MCO * SMPD * CHLD ADLT * FEM MALE * SP * VPPD * CM DVFP MHS SSD SPS
New Mexico Treatment Services LLC,,1227 North Railroad Avenue,Suite C,Espanola,NM,87532,505-747-8187 x116,505-747-8187,,,,SA * OP OMB ORT * MU NU * NAUT * OTP MM MWS * METH NXN * CMI MOTI RELP SACA TELE * STG * STAG STDH COA NCQA SOTP DEA * ITU MC MD MI PI SF SI * TAY WN PW MN SE GL VET MF CJ CO COPSU HV * CSAA MHPA SSA * BABA DAOF DAUT HIVT TBS HBT HCT * DP NOE OFD * AOSS * SAE ICO * SMPD * YAD ADLT * FEM MALE * OUDO * SP * VPPD * CM MHS IPC
Presbyterian Medical Services,Valley Community Health Center,835 Spruce Street,Suites C and D,Espanola,NM,87532,505-747-7400,,,,,SA SUMH * OP OMB ORT * BU * NMAUT * BUM UB MWS * BWN BWON MMD * BIA CBT CMI MOTI RELP SACA TELE TRC * PVTN * STAG STMH STDH JC FQHC SOTP DEA * MC MD MI PI SF SI * SS * CMHA CSAA ISC OPC MHPA STU SSA SMHD * DAUT * ACC DP OFD * HS AOSS EMP * TGD TOD * SAE TCC ICO GCO FCO MCO * SMPD * YAD ADLT * FEM MALE * AH * VPPD * CM DVFP MHS SSD IPC SPS
Rio Arriba County Department of,Health and Human Services,2010 Industrial Park Road,,Espanola,NM,87532,505-753-3143,,,,,SA SUMH * OP OMB ORT * BU NU * PMAT * AUPC * BUM UB UN RPN * ACM DSF BWN BWON BERI NXN VTRL MHIV MHCV CLND MMD MPEP NRT NSC * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC * PVTN * FSA MC MD MI PI SF SI * SS * WN PW * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * DAUT HIVT STDT TBS MST HBT HCT * ACC NOE * SHG HS AOSS PEER * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * HAV HBV * SMON * ADLT SNR * FEM MALE * AH SP * VAPN * CM EIH MHS SSD IPC SPS
Santa Fe Mountain Center Inc,Harm Reduction,1000 North Paseo de Onate,,Espanola,NM,87532,505-901-9020,,,,,SA SUMH * OP OMB ORT * BU NU * INPE RPE PC * NMAUT * BUM UB MOA MWS * BWN * CBT MOTI RELP SACA TELE TRC * PVTN * STMH * FSA MC MD * SS * CO TRMA * CMHA CSAA OPC STU SSA SMHD * DAUT HIVT HCT * ACC DP NOE OFD * HS AOSS RC PEER EMP * TOD * HAEC TAEC HEOH SAE ICO GCO * SMPD * YAD ADLT * FEM MALE * VPPD * ACU CM MHS SSD SPS
Cenikor Foundation,,1313 Mission Avenue,,Farmington,NM,87401,505-327-7218,505-327-7218 x5373,,,,SA DT SUMH * RES RD RS * BU NU * PMAT * AUINPE * DB BUM UB UN RPN MWS * ACM BWN BWON NXN VTRL * ANG CBT MOTI MXM RELP SACA TWFA * PVTN * CARF * MD MI PI SF * CSAA OPC MHPA STU SSA * BABA DAOF DAUT TBS * DP NOE OFD * SHG HS AOSS * TGD * ADTX BDTX CDTX MDTX ODTX MDET * SAE ICO GCO * SMPD * YAD ADLT * FEM MALE * VAPN * CM SSD
Cottonwood Clinical Service Inc,,653 West Arrington Street,,Farmington,NM,87401,505-564-3733,,505-327-4584,,,SA SUMH * OP OIT ORT * PC * ACMA * AUPC * MOA * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC * PVTP * FSA MD PI SF * AD TAY CO * CSAA ISC SSA SMHD PIEC * BABA DAUT * ACC DP NOE * HS AOSS PEER EMP * SAE ICO GCO FCO VOC * SMPD * CHLD ADLT * FEM MALE * DU * VPPD * CM MHS SSD
Division of Behavioral and MH Servs,Gallup Outpatient Treatment Center,300 West Nizhoni Boulevard,Suite A,Gallup,NM,87301,505-722-9470,,,,,SA * OP ORT * INPE * ACMA * AUINPE * MOA * ANG BIA CBT MOTI SACA TRC * TBG * FSA ITU MD * AD TAY WN MN SE VET MF CO * CSAA OPC SSA SMHD * ACC DP * SAE ICO GCO * SMON * CHLD ADLT * FEM MALE * NX * VAPN * CM
Four Corners Detox Recovery Center,,2105 Hasler Valley Road,,Gallup,NM,87301,505-413-3447,505-413-3447 x619,505-670-0774,,,SA DT SUMH * OP RES OIT OMB ORT RD RL RS * BU NU * INPE RPE PC * ACMA PMAT * AUINPE AURPE AUPC * DB BUM UB UN RPN MOA DLC MWS * ACM DSF BWN BWON BERI NXN VTRL MHIV MHCV CLND MMD MPEP NRT NSC * CBT MOTI MXM RELP SACA TELE TRC TWFA * PVTN * STAG STDH CARF * FSA MD PI SF SI * PA SS * TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD * BABA DAOF DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE OFD * SHG HS AOSS RC PEER EMP * ADTX BDTX CDTX MDTX ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO * SMPD * YAD ADLT * FEM MALE * NX * VAPN * ACU CM DVFP EIH MHS SSD TA SPS
Na Nizhoozhi Center Inc,A Bridge To Recovery,506 Frances Street,,Gallup,NM,87301,505-722-9282,,,,,SA * RES RL * PC * ACMA * AUPC * MOA * RELP SACA * PVTN * STAG STDH CARF * FSA SF SAMF * WN MN * CSAA SSA * BABA DAUT * ACC DP OFD * HAEC HEOH SAE ICO GCO * SMON * YAD ADLT * FEM MALE * NX * VAPN * EIH
Na Nizhoozhi Center Inc,Detox,2205 East Boyd Street,,Gallup,NM,87301,505-863-3869,,,,,SA DT * OP RES ORT RD RL RS * PC * ACMA * AUPC * MOA * MOTI RELP SACA TWFA * PVTN * FSA NP * PA * WN MN * ISC SSA * BABA DAUT * ACC DP * SHG HS AOSS RC PEER * ADTX * HAEC TAEC SAE ICO GCO * SMON * YAD ADLT * FEM MALE * NX * VAPN * CM EIH SPS
Presbyterian Medical Services,Gallup Family Counseling,2025 East Aztec Avenue,,Gallup,NM,87301,505-863-3828,,,,,SA SUMH * OP OMB ORT * NU * INPE PC * ACMA PMAT * AUINPE AUPC * MOA * ACM DSF NXN VTRL CLND MMD NSC * ANG CBT MOTI MXM RELP SACA TELE TRC * PVTN * STMH STDH JC FQHC * MC MD MI PI SF SI * PA SS * CMHA CSAA ISC OPC STU SSA SMHD * ACC DP * HS AOSS * TOD * SAE TCC ICO GCO FCO MCO * SMPD * CHLD ADLT * FEM MALE * AH NX * VPPD * CM MHS SSD TA IPC SPS
Synergy Behavioral Health Center PC,Resources for Resilience and Recovery,211 West Mesa Avenue,Suite 4,Gallup,NM,87305,505-862-9992,,,,,SA SUMH * OP ORT * PC * ACMA * AUPC * MOA * BIA CBT MOTI RELP SACA TELE TRC * PVTP * SF * TAY WN PW MN SE GL VET ADM MF CJ CO COPSU XA DV TRMA * CMHA CSAA STU SSA SMHD * BABA DAUT * ACC DP NOE OFD * HS AOSS EMP * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMON * CHLD ADLT * FEM MALE * VAPN * CM MHS SSD
Grants Family Counseling,,1040 Sakelares Boulevard,,Grants,NM,87020,505-876-1890,,,,,SA SUMH * OP ORT * ACMA * AUINPE AUPC * NOOP * ANG CBT MOTI MXM RELP SACA TELE TRC * PVTN * STDH JC * MC MD MI PI SF SI * PA SS * TRMA * CMHA CSAA MHPA STU SSA SMHD PIEC * ACC DP * HS AOSS * TOD * SAE TCC ICO GCO FCO MCO * SMPD * CHLD ADLT * FEM MALE * AH * VPPD * CM MHS SSD IPC SPS
Community Drug Coalition,Herstel Ranch,107 South Dalmont Street,,Hobbs,NM,88240,575-391-1301,,,,,SA SUMH * OP OIT ORT * PC * ACMA * AUPC * MOA * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC TWFA * PVTN * FSA NP * PA * WN MN * CSAA ISC OPC SSA SMHD PIEC * BABA DAOF DAUT * ACC DP NOE OFD * HS AOSS RC PEER EMP * TOD * HAEC TAEC SAE TCC ICO GCO FCO MCO * SMPD * CHLD ADLT * FEM MALE * SP * VPPD * CM SSD TA
Humphrey House,,3821 West College Lane,,Hobbs,NM,88242,575-392-2231,,,,,SA HH SUMH * OP RES ORT RL RS * NMAUT * NOOP * CLND MMD NRT NSC * ANG CBT RELP SACA TELE TRC * PVTN * STMH STDH COA * FSA MD PI SF SI SAMF * AD TAY GL CJ CO XA DV TRMA * CMHA CSAA ISC OPC STU SSA SMHD * DAUT TBS MST * ACC DP OFD * HS AOSS PEER EMP * TOD * HEOH SAE TCC ICO GCO FCO VOC * SMPD * CHLD YAD ADLT * FEM MALE * VAPN * CM DVFP MHS SSD TA IPC SPS
Palmer Drug Abuse Prog of Lea County,,200 East Snyder Street,,Hobbs,NM,88240,575-397-6333,,575-397-6237,,,SA * OP ORT * NAUT * NOOP * BIA MOTI RELP SACA TRC TWFA * PVTN * NP * AD TAY WN MN SE CJ * CSAA OPC SSA * ACC DP * SHG PEER * TGD * SAE ICO GCO FCO MCO * SMPD * ADLT SNR * FEM MALE * VPPD * CM CCC TA
La Clinica De Familia Inc,,18420 South Highway 28,,La Mesa,NM,88044,575-528-6440,575-201-5135,,,,SA * OP ORT * NAUT * NOOP * MMD * STG * STMH STDH JC FQHC * FSA MC MD MI PI SF SI * AD TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA SMHD PIEC * STDT TBS MST HBT HCT * ACC DP NOE OFD * TOD * HAEC TAEC SAE ICO GCO FCO VOC * HAV HBV * SMPD * ADLT SNR * FEM MALE * AH SP * VPPD * CM DVFP EIH MHS SSD IPC SPS
ALT Recovery Group,,1141 Mall Drive,Suite E,Las Cruces,NM,88011,575-522-0660,,,,,SA DT SUMH * OP OD OMB ORT * MU BU * NAUT * DB BUM OTP DM MM UB MWS * METH BWN BWON * ANG BIA CBT CMI MOTI RELP SACA TELE TRC * PVTP * STAG CARF SOTP DEA * FSA MC MD MI PI SF SI * CSAA OPC MHPA STU SSA SMHD * BABA DAOF DAUT TBS * ACC DP NOE OFD * HS AOSS * ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMPD * YAD ADLT * FEM MALE * OUDO * SP * VPPD * CM
BHC Mesilla Valley Hospital,,3751 Del Rey Boulevard,,Las Cruces,NM,88012,575-382-3500,575-382-4998,800-877-3500,,,SA DT SUMH * HI OP HID HIT ODT OIT * PSYH * NU * PC * ACMA PMAT * AUINPE * UN MOA DLC * DSF NXN VTRL CLND MMD NRT NSC * ANG BIA CBT MOTI MXM RELP SACA TWFA * PVTP * STDH JC * ITU MC MD MI PI SF SI * AD CO * CMHA CSAA MHPA STU SSA SMHD * BABA DAOF DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE OFD * SHG AOSS PEER * TOD * ADTX BDTX CDTX MDTX ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO FCO * SMPD * CHLD ADLT * FEM MALE * AH * VPPD * CM MHS SSD TA SPS
Elite Primary Care,DBA Elite Methadone Clinic,530 North Telshor Boulevard,Suite C,Las Cruces,NM,88011,575-215-3389,,575-215-3392,,,SA * OP OMB ORT * MU * NAUT * OTP MM * METH MHCV * BIA CBT CMI MOTI SACA TELE TRC * PVTP * STAG SOTP DEA * MC MD MI PI SF SI * SS * WN PW MN SE GL VET ADM MF CO COPSU TRMA * CMHA CSAA OPC MHPA SSA SMHD * BABA DAOF DAUT HIVT STDT TBS HBT HCT * ACC DP NOE OFD * HS AOSS RC EMP * TAEC SAE ICO * SMPD * YAD ADLT * FEM MALE * OUDO * SP * VPPD * CM TA IPC SPS
Inetmed Rx2 Inc,,1635 South Don Roser Drive,,Las Cruces,NM,88011,575-636-2506,,,,,SA SUMH * OP ORT * NMAUT * NMOA * CLND MMD * ANG CBT SACA TELE TRC * PVTP * STMH * MD MI PI SF SI * AD TAY WN PW MN SE GL VET ADM CO COPSU XA DV TRMA * CMHA CSAA SSA SMHD * DAOF DAUT MST * OFD * ICO * SMPD * CHLD ADLT * FEM MALE * SP * VPPD * MHS SPS
La Clinica De Familia Inc,,535 South Miranda Street,,Las Cruces,NM,88001,575-528-6440,575-647-2800,,,,SA * OP ORT * RPE * ACMA * AURPE * MOA MWS * MMD * BIA CBT MOTI RELP SACA TRC * STG * STMH STDH JC FQHC * FSA MC MD MI PI SF SI * AD TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA SMHD PIEC * DAOF DAUT * ACC DP NOE OFD * HS AOSS PEER EMP * TOD * HAEC TAEC SAE ICO GCO FCO VOC * SMPD * ADLT SNR * FEM MALE * AH SP * VPPD * CM DVFP EIH MHS SSD TA SPS
La Clinica De Familia Inc,,575 South Alameda Boulevard,,Las Cruces,NM,88005,575-528-6440,575-233-3830,,,,SA * OP ORT * NAUT * NOOP * MMD * BIA CBT MOTI RELP SACA TRC * STG * STMH STDH JC FQHC * FSA MC MD MI PI SF SI * AD TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA SMHD PIEC * DAOF DAUT STDT TBS MST HBT HCT * ACC DP NOE OFD * HS AOSS PEER EMP * TOD * HAEC TAEC SAE ICO GCO FCO VOC * HAV HBV * SMPD * ADLT SNR * FEM MALE * AH SP * VPPD * CM DVFP EIH MHS SSD TA SPS
La Clinica De Familia Inc,,1950 Sonoma Ranch Boulevard,,Las Cruces,NM,88011,575-528-6440,575-527-7975,,,,SA * OP ORT * NAUT * NOOP * MMD * STG * STMH STDH JC FQHC * FSA MC MD MI PI SF SI * AD TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA SMHD PIEC * STDT TBS MST HBT HCT * ACC DP NOE OFD * TOD * HAEC TAEC SAE ICO GCO FCO VOC * HAV HBV * SMON * ADLT SNR * FEM MALE * AH SP * VAPN * CM DVFP EIH MHS SSD IPC SPS
La Clinica De Familia Inc,,385 Calle De Alegra,Building B,Las Cruces,NM,88005,575-528-6440,575-525-4813,,,,SA * OP ORT * NAUT * NOOP * MMD * STG * STMH STDH JC FQHC * FSA MC MD MI PI SF SI * AD TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA SMHD PIEC * STDT TBS MST HBT HCT * ACC DP NOE OFD * TOD * HAEC TAEC SAE ICO GCO FCO VOC * HAV HBV * SMPD * ADLT SNR * FEM MALE * AH SP * VPPD * CM DVFP EIH MHS SSD IPC SPS
La Clinica De Familia Inc,,385 Calle De Alegra,Building C,Las Cruces,NM,88005,575-528-6440,575-874-9338,,,,SA * OP ORT * NAUT * NOOP * MMD * STG * STMH STDH JC FQHC * FSA MC MD MI PI SF SI * AD TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA SMHD PIEC * STDT TBS MST HBT HCT * ACC DP NOE OFD * TOD * HAEC TAEC SAE ICO GCO FCO VOC * HAV HBV * SMPD * ADLT SNR * FEM MALE * AH SP * VPPD * CM DVFP EIH MHS SSD IPC SPS
La Clinica De Familia Inc,,760 North Motel Boulevard,,Las Cruces,NM,88007,575-528-6440,575-589-0887,,,,SA * OP ORT * RPE * ACMA * AURPE * MOA MWS * MMD * BIA CBT MOTI RELP SACA TRC * STG * STMH STDH JC FQHC * FSA MC MD MI PI SF SI * AD TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA SMHD PIEC * DAOF DAUT * ACC DP NOE OFD * HS AOSS PEER EMP * TOD * HAEC TAEC SAE ICO GCO FCO VOC * SMPD * ADLT SNR * FEM MALE * AH SP * VPPD * CM DVFP EIH MHS SSD TA SPS
